0
2
1
2
3
10
12
1
1
2
3
0
1
2
1
2
7
6
9
1
2
0
1
2
1
2
1
3
0
2
3
1
1
2
3
10
9
12
0
2
3
1
2
0
1
7
11
0
1
2
