2
1
3
0
2
2
9
7
2
3
1
2
9
8
2
3
1
2
0
1
2
3
0
10
9
1
2
1
0
1
2
1
8
9
8
1
2
0
2
1
2
1
14
10
0
1
1
2
0
3
